"UF","Município","Zonas","Locais","Seções","Eleitorado","EleitoradoFeminino","EleitoradoMasculino","PorcentagemF","PorcentagemM"
"RS","São José Dos Ausentes",1,6,13,909,449,460,49.39,50.61
"MA","São José Dos Basílios",1,13,29,947,480,467,50.69,49.31
"SP","São José Dos Campos",4,98,744,11321,6119,5202,54.05,45.95
"PB","São José Dos Cordeiros",1,4,14,834,444,390,53.24,46.76
"PR","São José Dos Pinhais",2,70,461,6223,3319,2904,53.33,46.67
"MT","São José Dos Quatro Marcos",1,10,68,1237,675,562,54.57,45.43
"PB","São José Dos Ramos",1,4,17,1083,566,517,52.26,47.74
"PE","São João",1,8,52,1427,754,673,52.84,47.16
"PR","São João",1,8,33,1085,587,498,54.1,45.9
"MA","São João Batista",1,37,88,2209,1183,1026,53.55,46.45
"SC","São João Batista",1,12,65,1672,891,781,53.29,46.71
"MG","São João Batista Do Glória",1,4,21,944,498,437,52.75,46.29
"GO","São João D'aliança",1,5,23,1420,737,683,51.9,48.1
"RR","São João Da Baliza",1,5,26,1194,605,589,50.67,49.33
"RJ","São João Da Barra",1,23,132,2617,1378,1239,52.66,47.34
"SP","São João Da Boa Vista",1,25,200,2103,1142,959,54.3,45.6
"PI","São João Da Canabrava",1,7,20,787,405,382,51.46,48.54
"PI","São João Da Fronteira",1,6,21,912,450,462,49.34,50.66
"MG","São João Da Lagoa",1,8,18,927,457,468,49.3,50.49
"MG","São João Da Mata",1,2,11,800,415,384,51.88,48
"GO","São João Da Paraúna",1,1,6,645,327,318,50.7,49.3
"PA","São João Da Ponta",1,10,23,1154,601,553,52.08,47.92
"MG","São João Da Ponte",1,37,85,1648,861,768,52.25,46.6
"PI","São João Da Serra",1,15,37,959,494,465,51.51,48.49
"RS","São João Da Urtiga",1,8,14,693,366,327,52.81,47.19
"PI","São João Da Varjota",1,11,21,863,444,419,51.45,48.55
"SP","São João Das Duas Pontes",1,1,8,592,310,282,52.36,47.64
"MG","São João Das Missões",1,24,41,1020,531,487,52.06,47.75
"SP","São João De Iracema",1,1,5,573,297,276,51.83,48.17
"RJ","São João De Meriti",4,71,495,10957,5767,4942,52.63,45.1
"PA","São João De Pirabas",1,22,75,1845,954,891,51.71,48.29
"MG","São João Del Rei",1,66,241,2117,1107,1010,52.29,47.71
"PA","São João Do Araguaia",1,16,55,1712,863,849,50.41,49.59
"PI","São João Do Arraial",1,11,33,877,459,418,52.34,47.66
"PR","São João Do Caiuá",1,1,16,796,419,377,52.64,47.36
"PB","São João Do Cariri",1,4,19,1038,545,493,52.5,47.5
"MA","São João Do Carú",1,21,44,1024,515,509,50.29,49.71
"SC","São João Do Itaperiú",1,2,15,965,492,473,50.98,49.02
"PR","São João Do Ivaí",1,7,29,1227,650,577,52.97,47.03
"CE","São João Do Jaguaribe",1,9,27,865,456,409,52.72,47.28
"MG","São João Do Manhuaçu",1,3,26,1126,620,502,55.06,44.58
"MG","São João Do Manteninha",1,4,19,1105,586,519,53.03,46.97
"SC","São João Do Oeste",1,11,20,646,346,300,53.56,46.44
"MG","São João Do Oriente",1,4,22,1014,570,443,56.21,43.69
"MG","São João Do Pacuí",1,7,16,797,411,386,51.57,48.43
"MA","São João Do Paraíso",1,12,35,1052,571,481,54.28,45.72
"MG","São João Do Paraíso",1,36,85,1381,740,638,53.58,46.2
"SP","São João Do Pau D'alho",1,2,8,519,269,250,51.83,48.17
"PI","São João Do Piauí",1,24,67,1427,759,668,53.19,46.81
"RS","São João Do Polêsine",1,5,10,624,325,299,52.08,47.92
"PB","São João Do Rio Do Peixe",1,17,56,1400,730,670,52.14,47.86
"RN","São João Do Sabugi",1,3,18,893,462,431,51.74,48.26
"MA","São João Do Soter",1,15,52,1394,701,693,50.29,49.71
"SC","São João Do Sul",1,4,24,1080,551,529,51.02,48.98
"PB","São João Do Tigre",1,3,13,661,348,313,52.65,47.35
"PR","São João Do Triunfo",1,26,48,1098,570,528,51.91,48.09
"MA","São João Dos Patos",1,20,79,1452,796,656,54.82,45.18
"MG","São João Evangelista",1,8,42,1403,749,654,53.39,46.61
"MG","São João Nepomuceno",1,18,68,1468,790,675,53.81,45.98
"PI","São Julião",1,8,28,906,467,439,51.55,48.45
"RS","São Leopoldo",2,41,445,5067,2696,2371,53.21,46.79
"MG","São Lourenço",1,23,116,2073,1112,948,53.64,45.73
"PE","São Lourenço Da Mata",1,31,249,2970,1578,1392,53.13,46.87
"SP","São Lourenço Da Serra",1,9,39,1463,753,709,51.47,48.46
"SC","São Lourenço Do Oeste",1,14,60,1566,828,738,52.87,47.13
"PI","São Lourenço Do Piauí",1,9,22,713,376,337,52.73,47.27
"RS","São Lourenço Do Sul",1,56,123,1603,859,744,53.59,46.41
"SC","São Ludgero",1,14,32,1035,554,481,53.53,46.47
"PI","São Luis Do Piauí",1,4,16,1169,599,570,51.24,48.76
"RR","São Luiz",1,7,29,1110,570,540,51.35,48.65
"GO","São Luiz Do Norte",1,4,16,1232,607,625,49.27,50.73
"RS","São Luiz Gonzaga",1,33,95,1685,882,803,52.34,47.66
"MA","São Luís",6,142,838,19384,10857,8527,56.01,43.99
"GO","São Luís De Montes Belos",1,19,83,1715,911,804,53.12,46.88
"CE","São Luís Do Curu",1,13,54,1571,837,734,53.28,46.72
"SP","São Luís Do Paraitinga",1,4,30,1202,613,589,51,49
"AL","São Luís Do Quitunde",1,9,71,1281,695,586,54.25,45.75
"MA","São Luís Gonzaga Do Maranhão",1,16,73,1523,779,744,51.15,48.85
"PB","São Mamede",1,5,27,1075,566,509,52.65,47.35
"PR","São Manoel Do Paraná",1,1,7,595,318,277,53.45,46.55
"SP","São Manuel",1,15,107,1542,821,721,53.24,46.76
"RS","São Marcos",1,18,54,1127,608,519,53.95,46.05
"RS","São Martinho",1,13,22,784,413,371,52.68,47.32
"SC","São Martinho",1,7,13,599,328,271,54.76,45.24
"RS","São Martinho Da Serra",1,9,13,716,384,332,53.63,46.37
"ES","São Mateus",1,51,286,3235,1695,1499,52.4,46.34
"MA","São Mateus Do Maranhão",1,24,126,1830,987,843,53.93,46.07
"PR","São Mateus Do Sul",1,35,115,1470,790,680,53.74,46.26
"RN","São Miguel",1,10,68,1567,852,714,54.37,45.56
"SP","São Miguel Arcanjo",1,17,84,1433,754,678,52.62,47.31
"PI","São Miguel Da Baixa Grande",1,3,11,778,389,389,50,50
"SC","São Miguel Da Boa Vista",1,2,5,501,254,247,50.7,49.3
"BA","São Miguel Das Matas",1,11,40,1071,550,521,51.35,48.65
"RS","São Miguel Das Missões",1,10,19,1004,515,489,51.29,48.71
"PB","São Miguel De Taipu",1,2,18,991,524,467,52.88,47.12
"SE","São Miguel Do Aleixo",1,8,23,770,399,371,51.82,48.18
"MG","São Miguel Do Anta",1,5,23,970,506,464,52.16,47.84
"GO","São Miguel Do Araguaia",1,13,62,1795,931,864,51.87,48.13
"PI","São Miguel Do Fidalgo",1,7,13,694,361,333,52.02,47.98
"RN","São Miguel Do Gostoso",1,14,31,1141,590,551,51.71,48.29
"PA","São Miguel Do Guamá",1,59,155,2203,1172,1030,53.2,46.75
"RO","São Miguel Do Guaporé",1,6,58,1512,796,716,52.65,47.35
"PR","São Miguel Do Iguaçu",1,13,79,1697,904,793,53.27,46.73
"SC","São Miguel Do Oeste",1,11,93,1719,890,829,51.77,48.23
"GO","São Miguel Do Passa Quatro",1,3,12,1156,578,578,50,50
"PI","São Miguel Do Tapuio",1,29,73,1212,644,568,53.14,46.86
"TO","São Miguel Do Tocantins",1,11,32,1508,789,719,52.32,47.68
"AL","São Miguel Dos Campos",1,16,137,2061,1135,926,55.07,44.93
"AL","São Miguel Dos Milagres",1,5,22,1181,622,559,52.67,47.33
"RS","São Nicolau",1,10,20,931,494,437,53.06,46.94
"GO","São Patrício",1,2,9,713,366,347,51.33,48.67
"SP","São Paulo",57,160,1058,190304,100559,88625,52.84,46.57
"RS","São Paulo Das Missões",1,16,21,754,404,350,53.58,46.42
"AM","São Paulo De Olivença",1,17,63,1448,705,743,48.69,51.31
"RN","São Paulo Do Potengi",1,7,44,1284,675,609,52.57,47.43
"RN","São Pedro",1,3,21,873,455,418,52.12,47.88
"SP","São Pedro",1,19,88,2024,1099,925,54.3,45.7
"RJ","São Pedro Da Aldeia",1,40,244,3629,1922,1667,52.96,45.94
"MT","São Pedro Da Cipa",1,1,11,1229,642,587,52.24,47.76
"RS","São Pedro Da Serra",1,4,11,597,297,300,49.75,50.25
"MG","São Pedro Da União",1,3,14,819,439,380,53.6,46.4
"MA","São Pedro Da Água Branca",1,7,30,1223,632,591,51.68,48.32
"RS","São Pedro Das Missões",1,3,5,499,259,240,51.9,48.1
"SC","São Pedro De Alcântara",1,3,13,1066,534,532,50.09,49.91
"RS","São Pedro Do Butiá",1,6,9,585,291,294,49.74,50.26
"PR","São Pedro Do Iguaçu",1,4,19,845,458,387,54.2,45.8
"PR","São Pedro Do Ivaí",1,4,25,987,533,454,54,46
"PR","São Pedro Do Paraná",1,2,11,845,424,421,50.18,49.82
"PI","São Pedro Do Piauí",1,18,57,1219,629,590,51.6,48.4
"MG","São Pedro Do Suaçuí",1,5,18,951,488,462,51.31,48.58
"RS","São Pedro Do Sul",1,28,56,1093,586,507,53.61,46.39
"SP","São Pedro Do Turvo",1,2,15,951,498,453,52.37,47.63
"MA","São Pedro Dos Crentes",1,4,15,870,443,426,50.92,48.97
"MG","São Pedro Dos Ferros",1,4,24,1057,575,479,54.4,45.32
"RN","São Rafael",1,3,23,1054,555,499,52.66,47.34
"MA","São Raimundo Das Mangabeiras",1,13,51,1405,742,663,52.81,47.19
"MA","São Raimundo Do Doca Bezerra",1,10,22,777,406,371,52.25,47.75
"PI","São Raimundo Nonato",1,28,109,1733,934,799,53.89,46.11
"MA","São Roberto",1,10,20,711,378,333,53.16,46.84
"MG","São Romão",1,9,26,1171,582,586,49.7,50.04
"SP","São Roque",1,21,182,2344,1242,1096,52.99,46.76
"MG","São Roque De Minas",1,5,24,956,513,441,53.66,46.13
"ES","São Roque Do Canaã",1,7,33,1049,558,491,53.19,46.81
"TO","São Salvador Do Tocantins",1,3,12,854,408,446,47.78,52.22
"AL","São Sebastião",1,12,73,1705,896,809,52.55,47.45
"SP","São Sebastião",1,32,210,3455,1783,1672,51.61,48.39
"PR","São Sebastião Da Amoreira",1,3,22,954,509,445,53.35,46.65
"MG","São Sebastião Da Bela Vista",1,4,18,1232,596,634,48.38,51.46
"PA","São Sebastião Da Boa Vista",1,21,79,1643,843,800,51.31,48.69
"SP","São Sebastião Da Grama",1,4,31,1026,553,473,53.9,46.1
"MG","São Sebastião Da Vargem Alegre",1,2,9,766,392,374,51.17,48.83
"PB","São Sebastião De Lagoa De Roça",1,5,29,1106,579,527,52.35,47.65
"RJ","São Sebastião Do Alto",1,8,31,1240,662,578,53.39,46.61
"MG","São Sebastião Do Anta",1,2,17,955,518,436,54.24,45.65
"RS","São Sebastião Do Caí",1,16,57,1409,760,649,53.94,46.06
"MG","São Sebastião Do Maranhão",1,13,34,1085,586,497,54.01,45.81
"MG","São Sebastião Do Oeste",1,8,29,1378,694,684,50.36,49.64
"MG","São Sebastião Do Paraíso",1,20,146,2175,1177,981,54.11,45.1
"BA","São Sebastião Do Passé",1,18,104,1651,894,757,54.15,45.85
"MG","São Sebastião Do Rio Preto",1,2,9,643,335,307,52.1,47.74
"MG","São Sebastião Do Rio Verde",1,1,7,586,309,277,52.73,47.27
"TO","São Sebastião Do Tocantins",1,4,13,718,358,360,49.86,50.14
"AM","São Sebastião Do Uatumã",1,7,23,856,425,431,49.65,50.35
"PB","São Sebastião Do Umbuzeiro",1,3,12,756,389,367,51.46,48.54
"RS","São Sepé",1,32,64,1395,726,669,52.04,47.96
"GO","São Simão",1,6,48,1540,816,724,52.99,47.01
"SP","São Simão",1,5,34,1033,538,495,52.08,47.92
"MG","São Thomé Das Letras",1,3,19,922,479,443,51.95,48.05
"MG","São Tiago",1,10,31,991,541,444,54.59,44.8
"MG","São Tomás De Aquino",1,2,17,829,451,376,54.4,45.36
"PR","São Tomé",1,2,16,996,500,496,50.2,49.8
"RN","São Tomé",1,5,27,982,523,459,53.26,46.74
"RS","São Valentim",1,6,10,624,337,287,54.01,45.99
"RS","São Valentim Do Sul",1,2,8,519,272,247,52.41,47.59
"TO","São Valério",1,5,17,975,465,510,47.69,52.31
"RS","São Valério Do Sul",1,7,10,708,370,338,52.26,47.74
"RS","São Vendelino",1,4,8,593,314,279,52.95,47.05
"RN","São Vicente",1,4,20,858,462,396,53.85,46.15
"SP","São Vicente",2,58,469,6650,3588,2991,53.95,44.98
"MG","São Vicente De Minas",1,4,22,859,472,386,54.95,44.94
"PB","São Vicente Do Seridó",1,7,33,876,471,405,53.77,46.23
"RS","São Vicente Do Sul",1,9,22,988,537,451,54.35,45.65
"MA","São Vicente Ferrer",1,19,64,1588,848,740,53.4,46.6
"PE","São Vicente Férrer",1,7,43,1317,704,613,53.45,46.55
"RS","Sério",1,9,14,513,268,245,52.24,47.76
"GO","Sítio D'abadia",1,4,11,995,507,488,50.95,49.05
"BA","Sítio Do Mato",1,12,38,1288,645,643,50.08,49.92
"BA","Sítio Do Quinto",1,12,39,923,470,453,50.92,49.08
"MA","Sítio Novo",1,17,56,1320,662,658,50.15,49.85
"RN","Sítio Novo",1,3,16,852,445,407,52.23,47.77
"TO","Sítio Novo Do Tocantins",1,10,33,1012,530,482,52.37,47.63
"MT","Tabaporã",1,4,23,1284,665,619,51.79,48.21
"SP","Tabapuã",1,4,27,1026,549,476,53.51,46.39
"AM","Tabatinga",1,19,110,2194,1165,1029,53.1,46.9
"SP","Tabatinga",1,7,42,1016,520,494,51.18,48.62
"RS","Tabaí",1,6,14,834,431,403,51.68,48.32
"PE","Tabira",1,15,77,1751,936,815,53.46,46.54
"BA","Tabocas Do Brejo Velho",1,15,39,1134,590,544,52.03,47.97
"TO","Tabocão",1,2,10,780,395,385,50.64,49.36
"RN","Taboleiro Grande",1,2,10,663,354,309,53.39,46.61
"SP","Taboão Da Serra",2,52,373,6151,3267,2876,53.11,46.76
"MG","Tabuleiro",1,4,19,791,417,374,52.72,47.28
"CE","Tabuleiro Do Norte",1,32,98,1545,822,723,53.2,46.8
"PE","Tacaimbó",1,8,43,1268,684,584,53.94,46.06
"PE","Tacaratu",1,18,62,1713,904,808,52.77,47.17
"SP","Taciba",1,7,20,861,455,406,52.85,47.15
"PB","Tacima",1,7,26,1368,716,652,52.34,47.66
"MS","Tacuru",1,2,22,1108,586,522,52.89,47.11
"TO","Taguatinga",1,9,45,1301,650,651,49.96,50.04
"SP","Taguaí",1,4,30,1053,577,475,54.8,45.11
"SP","Taiaçu",1,2,15,772,410,362,53.11,46.89
"PA","Tailândia",1,29,191,2131,1126,1005,52.84,47.16
"MG","Taiobeiras",1,15,84,1695,880,809,51.92,47.73
"TO","Taipas Do Tocantins",1,1,7,634,321,313,50.63,49.37
"RN","Taipu",1,11,36,1086,560,526,51.57,48.43
"SC","Taió",1,17,48,1274,680,594,53.38,46.62
"SP","Taiúva",1,2,15,785,412,373,52.48,47.52
"TO","Talismã",1,4,12,802,384,418,47.88,52.12
"PE","Tamandaré",1,8,54,2182,1135,1047,52.02,47.98
"PR","Tamarana",1,5,29,1463,754,709,51.54,48.46
"SP","Tambaú",1,6,52,1260,674,586,53.49,46.51
"PR","Tamboara",1,1,14,837,440,397,52.57,47.43
"CE","Tamboril",1,32,105,1400,740,660,52.86,47.14
"PI","Tamboril Do Piauí",1,2,11,705,350,355,49.65,50.35
"SP","Tanabi",1,9,63,1427,775,652,54.31,45.69
"RN","Tangará",1,5,39,1102,578,524,52.45,47.55
"SC","Tangará",1,11,26,892,471,421,52.8,47.2
"MT","Tangará Da Serra",1,31,225,2532,1358,1174,53.63,46.37
"RJ","Tanguá",1,12,80,2179,1155,1009,53.01,46.31
"BA","Tanhaçu",1,21,59,1116,576,540,51.61,48.39
"AL","Tanque D'arca",1,3,19,941,507,434,53.88,46.12
"PI","Tanque Do Piauí",1,7,14,757,389,368,51.39,48.61
"BA","Tanque Novo",1,16,48,1219,616,603,50.53,49.47
"BA","Tanquinho",1,5,29,995,510,485,51.26,48.74
"MG","Taparuba",1,3,16,1019,544,475,53.39,46.61
"AM","Tapauá",1,10,42,1302,647,655,49.69,50.31
"PR","Tapejara",1,4,36,1171,631,540,53.89,46.11
"RS","Tapejara",1,23,64,1433,797,636,55.62,44.38
"RS","Tapera",1,13,27,945,497,448,52.59,47.41
"BA","Taperoá",1,16,52,1111,586,525,52.75,47.25
"PB","Taperoá",1,5,38,1194,654,540,54.77,45.23
"RS","Tapes",1,13,41,1261,662,599,52.5,47.5
"MG","Tapira",1,3,15,923,472,451,51.14,48.86
"PR","Tapira",1,7,17,860,461,399,53.6,46.4
"BA","Tapiramutá",1,8,37,1124,578,546,51.42,48.58
"SP","Tapiratiba",1,4,29,882,464,418,52.61,47.39
"MG","Tapiraí",1,2,8,607,318,289,52.39,47.61
"SP","Tapiraí",1,2,20,1099,584,514,53.14,46.77
"MT","Tapurah",1,4,27,1230,639,591,51.95,48.05
"RS","Taquara",1,41,136,2256,1198,1058,53.1,46.9
"SP","Taquaral",1,1,7,621,330,291,53.14,46.86
"GO","Taquaral De Goiás",1,2,17,1023,532,491,52,48
"AL","Taquarana",1,4,51,1551,833,718,53.71,46.29
"MG","Taquaraçu De Minas",1,5,19,1464,712,752,48.63,51.37
"RS","Taquari",1,22,68,1314,709,605,53.96,46.04
"SP","Taquaritinga",1,15,125,1776,942,834,53.04,46.96
"PE","Taquaritinga Do Norte",1,15,70,1534,823,707,53.65,46.09
"SP","Taquarituba",1,8,64,1342,718,624,53.5,46.5
"SP","Taquarivaí",1,4,16,951,495,456,52.05,47.95
"MS","Taquarussu",1,1,13,1005,515,490,51.24,48.76
"RS","Taquaruçu Do Sul",1,6,10,641,348,293,54.29,45.71
"SP","Tarabai",1,2,17,858,463,395,53.96,46.04
"AC","Tarauacá",1,28,117,1733,885,848,51.07,48.93
"CE","Tarrafas",1,17,40,972,509,463,52.37,47.63
"AP","Tartarugalzinho",1,21,46,1373,697,676,50.76,49.24
"MG","Tarumirim",1,12,47,1393,719,673,51.62,48.31
"SP","Tarumã",1,5,35,1151,619,532,53.78,46.22
"MA","Tasso Fragoso",1,8,24,805,426,379,52.92,47.08
"SP","Tatuí",1,30,243,2352,1239,1113,52.68,47.32
"SP","Taubaté",2,54,483,6033,3203,2791,53.09,46.26
"CE","Tauá",1,88,202,2243,1183,1059,52.74,47.21
"PB","Tavares",1,6,44,1321,706,615,53.44,46.56
"RS","Tavares",1,7,16,830,448,382,53.98,46.02
"AM","Tefé",1,24,145,2803,1445,1358,51.55,48.45
"PB","Teixeira",1,4,42,1277,688,589,53.88,46.12
"BA","Teixeira De Freitas",1,49,337,3379,1820,1556,53.86,46.05
"PR","Teixeira Soares",1,13,30,991,523,468,52.77,47.23
"MG","Teixeiras",1,12,46,1232,646,586,52.44,47.56
"RO","Teixeirópolis",1,2,16,865,425,440,49.13,50.87
"SP","Tejupá",1,4,14,707,364,343,51.49,48.51
"CE","Tejuçuoca",1,22,66,1378,724,654,52.54,47.46
"SE","Telha",1,5,14,729,375,354,51.44,48.56
"PR","Telêmaco Borba",1,30,163,1891,1005,886,53.15,46.85
"RN","Tenente Ananias",1,5,30,1025,543,482,52.98,47.02
"RN","Tenente Laurentino Cruz",1,2,15,834,446,388,53.48,46.52
"RS","Tenente Portela",1,19,41,1271,678,593,53.34,46.66
"PB","Tenório",1,2,10,713,358,355,50.21,49.79
"BA","Teodoro Sampaio",1,5,24,958,499,459,52.09,47.91
"SP","Teodoro Sampaio",1,6,55,1306,700,606,53.6,46.4
"BA","Teofilândia",1,26,74,1504,797,707,52.99,47.01
"BA","Teolândia",1,10,37,1122,594,528,52.94,47.06
"AL","Teotônio Vilela",1,11,95,1971,1066,905,54.08,45.92
"MS","Terenos",1,10,54,1736,902,834,51.96,48.04
"PI","Teresina",5,177,621,16483,8919,7564,54.11,45.89
"GO","Teresina De Goiás",1,4,12,999,478,521,47.85,52.15
"RJ","Teresópolis",2,60,325,5593,2919,2597,52.19,46.43
"PE","Terezinha",1,3,22,1045,539,505,51.58,48.33
"GO","Terezópolis De Goiás",1,5,20,1229,637,592,51.83,48.17
"PA","Terra Alta",1,12,44,1667,862,805,51.71,48.29
"PR","Terra Boa",1,7,41,1164,630,534,54.12,45.88
"RS","Terra De Areia",1,6,25,1099,605,494,55.05,44.95
"BA","Terra Nova",1,9,36,1160,626,534,53.97,46.03
"PE","Terra Nova",1,8,33,1088,547,537,50.28,49.36
"MT","Terra Nova Do Norte",1,8,48,1592,814,777,51.13,48.81
"PR","Terra Rica",1,7,41,1234,684,550,55.43,44.57
"PR","Terra Roxa",1,9,47,1252,681,571,54.39,45.61
"SP","Terra Roxa",1,3,22,957,493,464,51.52,48.48
"PA","Terra Santa",1,26,60,1573,828,745,52.64,47.36
